Time;ET0;Rn;soilT;airT;Hum vol suelo;Vel Viento;HR aire;Pp
4-13-2018 20:00;1.766;6.698;291.666;287.316;0.359;1.622;85.208;0
4-14-2018 20:00;2.234;7.926;291.709;288.124;0.356;1.672;79.163;0
4-15-2018 20:00;2.611;9.065;291.806;288.578;0.354;1.729;75.642;0
4-16-2018 20:00;2.519;9.517;290.711;287.428;0.346;1.853;79.476;0
4-17-2018 20:00;1.977;6.585;291.574;288.697;0.347;1.66;79.405;0
4-18-2018 20:00;2.05;7.746;291.281;287.64;0.344;1.697;83.486;0
4-19-2018 20:00;2.203;8.068;291.158;287.9;0.341;2.037;81.736;0
4-20-2018 20:00;1.81;7.147;290.966;286.773;0.338;1.695;86.04;0
4-21-2018 20:00;2.308;8.504;290.94;287.909;0.336;1.821;80.749;0
4-22-2018 20:00;1.963;7.396;290.97;287.578;0.335;1.59;83.675;0
4-23-2018 20:00;2.058;7.46;291.181;287.77;0.334;1.487;80.57;0
4-24-2018 20:00;1.458;5.658;290.205;285.979;0.328;1.617;86.564;0
4-25-2018 20:00;2.473;7.652;290.64;288.999;0.328;2.233;74.252;0.693
4-26-2018 20:00;2.03;6.806;290.126;287.632;0.324;1.963;78.45;2.027
4-27-2018 20:00;1.628;5.752;290.33;287.392;0.324;1.746;83.607;0
4-28-2018 20:00;2.299;7.776;290.739;288.686;0.324;1.671;76.991;0
4-29-2018 20:00;1.78;6.767;290.575;286.44;0.321;1.494;83.12;0
4-30-2018 20:00;1.781;7.087;289.829;285.951;0.317;1.809;85.138;0
01-05-2018 20:00;2.023;7.77;289.68;286.367;0.315;1.984;82.359;0
02-05-2018 20:00;1.829;7.24;289.643;286.26;0.314;1.891;85.155;0
03-05-2018 20:00;2.168;8.317;289.972;286.974;0.314;1.82;82.139;0
04-05-2018 20:00;1.412;4.989;289.894;286.851;0.314;1.176;82.431;0
05-05-2018 20:00;1.705;5.717;289.841;287.548;0.313;1.239;77.704;0
06-05-2018 20:00;1.998;6.548;289.681;287.697;0.312;1.945;77.848;0
07-05-2018 20:00;2.326;7.792;289.78;287.381;0.311;1.771;73.627;0
08-05-2018 20:00;1.934;5.88;288.465;285.667;0.305;1.479;66.916;0
09-05-2018 20:00;2.017;6.399;288.731;287.152;0.306;1.412;70.951;0
10-05-2018 20:00;2.241;5.604;288.583;288.763;0.304;1.811;64.648;0
11-05-2018 20:00;1.916;6.346;289.677;287.704;0.308;1.675;77.874;0
12-05-2018 20:00;2.04;6.063;289.881;287.757;0.308;1.758;72.023;0
5-13-2018 20:00;1.676;5.53;289.121;286.261;0.304;1.579;77.164;0
5-14-2018 20:00;1.584;5.753;288.501;285.683;0.3;1.648;81.823;0
5-15-2018 20:00;1.993;7.094;289.203;286.719;0.304;1.848;79.29;0
5-16-2018 20:00;1.895;6.179;289.359;286.804;0.304;1.787;76.216;0
5-17-2018 20:00;1.634;5.423;288.253;286.061;0.299;1.709;78.368;0
5-18-2018 20:00;1.642;5.213;287.974;285.538;0.298;2.148;77.963;0
5-19-2018 20:00;1.247;4.093;288.701;286.189;0.301;1.118;79.276;0
5-20-2018 20:00;1.376;4.476;288.907;286.309;0.303;1.331;79.049;0
5-21-2018 20:00;1.486;5.911;288.549;284.793;0.302;1.511;84.984;0
5-22-2018 20:00;1.532;5.682;288.422;285.212;0.302;1.829;83.007;0
5-23-2018 20:00;1.213;4.991;287.22;282.764;0.297;1.727;85.983;0
5-24-2018 20:00;1.414;5.679;287.216;283.645;0.298;1.81;84.548;0
5-25-2018 20:00;1.782;6.032;287.86;285.653;0.302;1.775;76.809;0
5-26-2018 20:00;1.509;5.066;287.485;284.734;0.301;1.896;78.99;0
5-27-2018 20:00;1.417;4.901;286.724;284.159;0.298;1.745;79.497;0
5-28-2018 20:00;1.473;5.392;287.113;284.894;0.301;1.988;83.048;0
5-29-2018 20:00;1.49;4.976;287.029;285.573;0.301;1.657;79.361;0
5-30-2018 20:00;1.576;5.954;288.422;286.652;0.308;1.585;85.373;0
5-31-2018 20:00;1.605;5.892;288.846;286.095;0.31;1.534;82.434;0
01-06-2018 20:00;1.591;5.381;288.367;285.533;0.308;1.859;79.439;0
02-06-2018 20:00;1.24;4.435;288.156;283.99;0.307;1.227;79.984;0
03-06-2018 20:00;1.355;3.97;286.73;284.135;0.301;1.656;74.313;0
04-06-2018 20:00;1.875;3.809;286.553;286.489;0.301;1.603;56.202;0
05-06-2018 20:00;2.13;2.928;286.446;286.428;0.301;2.405;54.259;0
06-06-2018 20:00;1.286;3.767;286.661;285.389;0.303;1.838;79.004;0
07-06-2018 20:00;1.259;4.434;286.935;284.371;0.305;1.895;83.317;0
08-06-2018 20:00;1.093;4.128;286.956;283.554;0.306;1.81;86.039;0
09-06-2018 20:00;1.403;3.701;287.522;286.427;0.311;1.345;70.809;0
10-06-2018 20:00;1.081;2.526;287.079;284.943;0.31;1.533;74.426;0
11-06-2018 20:00;1.331;3.662;285.622;282.905;0.305;1.477;68.309;0
12-06-2018 20:00;1.632;3.312;284.777;283.088;0.302;1.94;59.51;0
6-13-2018 20:00;1.595;3.375;284.648;283.589;0.302;1.731;59.567;0
6-14-2018 20:00;2.145;4.026;285.019;285.819;0.306;1.945;52.228;0
6-15-2018 20:00;1.093;3.849;285.785;283.688;0.312;2.071;85.093;0
6-16-2018 20:00;1.368;5.098;286.261;284.461;0.317;1.52;82.642;0
6-17-2018 20:00;0.808;3.092;286.707;283.319;0.322;1.414;88.786;0
6-18-2018 20:00;0.921;3.619;286.174;283.003;0.322;1.215;86.887;0
6-19-2018 20:00;1.045;4.309;285.676;282.436;0.322;1.705;87.438;0
6-20-2018 20:00;1.271;5.338;286.111;283.374;0.327;1.636;87.155;0
6-21-2018 20:00;0.851;2.746;286.56;284.588;0.331;1.097;82.874;0
6-22-2018 20:00;0.616;1.306;286.985;285.389;0.335;0.821;75.489;0
6-23-2018 20:00;1.244;4.091;286.8;284.251;0.336;1.239;76.768;0
6-24-2018 20:00;1.364;4.396;285.735;283.886;0.333;2.004;78.826;0
6-25-2018 20:00;1.151;3.902;285.902;283.427;0.335;1.823;81.959;0
6-26-2018 20:00;1.156;4.599;286.166;283.032;0.337;1.515;85.354;0
6-27-2018 20:00;0.608;1.581;286.169;284.107;0.337;0.725;76.463;0
6-28-2018 20:00;1.331;4.408;285.734;284.022;0.337;1.459;77.091;0
6-29-2018 20:00;1.427;4.238;286.847;285.693;0.345;1.229;71.782;0
6-30-2018 20:00;1.622;4.43;286.727;285.18;0.355;1.701;69.513;0
01-07-2018 20:00;1.419;3.555;285.933;285.14;0.359;1.683;70.671;0
02-07-2018 20:00;0.78;1.417;286.443;284.833;0.366;1.919;81.234;0
03-07-2018 20:00;1.144;3.187;286.226;284.931;0.369;1.71;78.697;0
04-07-2018 20:00;1.291;4.034;285.634;284.408;0.368;1.643;77.887;0
05-07-2018 20:00;1.209;4.212;285.601;284.093;0.369;1.563;81.752;0
06-07-2018 20:00;1.781;3.776;285.729;286.937;0.37;1.878;64.62;4.661
07-07-2018 20:00;1.492;5.545;286.536;284.627;0.374;1.654;81.845;0
08-07-2018 20:00;0.866;2.3;286.336;284.013;0.372;1.3;78.493;0
09-07-2018 20:00;1.085;3.367;286.437;283.652;0.372;1.362;77.82;0
10-07-2018 20:00;1.263;4.412;286.18;283.242;0.37;1.535;79.263;0
11-07-2018 20:00;1.258;4.903;285.642;282.704;0.367;1.703;83.23;0
12-07-2018 20:00;1.219;4.914;286.032;283.139;0.368;1.713;85.765;0
7-13-2018 20:00;1.242;4.673;286.552;283.485;0.37;1.515;82.84;0
7-14-2018 20:00;1.775;5.006;285.832;285.317;0.366;2.096;71.638;0
7-15-2018 20:00;0.823;3.004;286.326;283.401;0.367;1.206;86.39;0
7-16-2018 20:00;1.315;4.536;286.486;284.44;0.367;1.257;78.229;0
7-17-2018 20:00;0.564;0.281;286.41;284.291;0.367;1.409;75.811;0
7-18-2018 20:00;1.718;5.35;286.466;283.597;0.369;1.86;70.42;0
7-19-2018 20:00;1.714;4.422;285.153;283.725;0.364;1.556;60.297;0
7-20-2018 20:00;1.655;4.374;284.842;283.044;0.361;2.163;67.693;0
7-21-2018 20:00;1.747;5.433;286.524;285.878;0.369;1.783;74.313;0
7-22-2018 20:00;1.46;5.36;285.892;283.727;0.365;1.99;81.242;0
7-23-2018 20:00;1.43;4.745;286.848;284.544;0.368;1.65;77.97;0
7-24-2018 20:00;1.553;5.184;285.687;283.619;0.361;1.952;76.248;0
7-25-2018 20:00;1.048;3.883;286.216;283.08;0.362;2.013;85.955;0
7-26-2018 20:00;1.336;4.055;286.806;284.217;0.365;1.829;77.15;0
7-27-2018 20:00;1.859;4.824;285.44;284.312;0.359;1.782;62.088;5.803
7-28-2018 20:00;2.134;3.773;284.932;284.395;0.356;2.193;51.234;0
7-29-2018 20:00;1.592;6.098;285.184;282.585;0.356;1.93;78.587;0
7-30-2018 20:00;1.257;5.066;285.355;282.313;0.356;2.206;84.819;0
7-31-2018 20:00;1.646;5.346;286.601;284.015;0.361;1.692;72.9;0
01-08-2018 20:00;1.104;3.551;285.842;282.086;0.355;1.552;77.382;0
02-08-2018 20:00;1.765;5.232;285.797;284.543;0.353;1.936;70.597;0
03-08-2018 20:00;1.503;5.8;286.518;283.673;0.355;1.885;82.154;0
04-08-2018 20:00;1.772;5.885;287.398;285.243;0.356;1.752;75.083;0
05-08-2018 20:00;2.373;5.729;286.896;286.996;0.352;2.633;65.202;0
06-08-2018 20:00;2.381;6.584;288.135;287.559;0.355;2.135;67.011;0
07-08-2018 20:00;2.825;5.57;287.742;288.685;0.35;2.186;51.287;0
08-08-2018 20:00;1.553;6.262;287.676;283.745;0.346;2.433;84.35;0
09-08-2018 20:00;1.339;5.923;287.285;283.231;0.342;2.298;88.517;0
10-08-2018 20:00;1.485;5.479;288.087;284.544;0.344;1.676;81.533;0
11-08-2018 20:00;1.651;6.098;288.336;284.462;0.343;1.654;79.283;0
12-08-2018 20:00;2.077;6.609;288.586;286.095;0.343;1.85;71.588;0
8-13-2018 20:00;1.768;5.981;287.779;284.74;0.338;2.512;78.25;0
8-14-2018 20:00;1.705;6.775;288.238;284.49;0.338;2.19;83.353;0
8-15-2018 20:00;1.872;6.641;288.622;285.403;0.338;1.772;77.277;0
8-16-2018 20:00;1.929;7.409;288.398;284.659;0.336;2.065;79.753;0
8-17-2018 20:00;1.958;6.964;288.897;285.391;0.336;2.155;77.893;0
8-18-2018 20:00;1.51;5.644;288.02;284.165;0.331;2.23;82.678;0.024
8-19-2018 20:00;1.732;5.846;288.695;285.051;0.332;1.824;76.367;0.026
8-20-2018 20:00;2.266;8.213;288.86;284.997;0.332;2.249;74.694;0
8-21-2018 20:00;1.735;7.085;287.993;282.994;0.327;2.304;81.301;0
8-22-2018 20:00;1.9;6.629;288.517;284.567;0.327;1.848;74.575;0
8-23-2018 20:00;2.392;7.019;287.877;285.783;0.323;1.918;63.037;0
8-24-2018 20:00;2.148;7.226;287.947;284.761;0.321;2.788;74.356;0
8-25-2018 20:00;1.683;5.67;289.064;285.82;0.324;1.502;76.531;0
8-26-2018 20:00;1.374;4.164;289.471;285.366;0.379;1.693;77.559;0
8-27-2018 20:00;2.234;8.26;289.786;285.432;0.399;2.326;77.216;0
8-28-2018 20:00;1.821;7.462;288.811;283.873;0.35;2.283;82.36;0
8-29-2018 20:00;2.055;6.6;289.209;285.174;0.337;2.461;73.609;0
8-30-2018 20:00;2.102;7.337;288.477;284;0.324;2.6;73.931;0
8-31-2018 20:00;2.237;7.496;288.448;284.933;0.316;2.156;70.886;0
01-09-2018 20:00;2.825;7.755;288.661;287.579;0.309;2.176;60.974;0
02-09-2018 21:00;2.787;8.318;288.46;285.587;0.301;3.023;65.251;0
03-09-2018 21:00;1.57;5.008;289.065;285.721;0.317;1.659;76.707;0
04-09-2018 21:00;2.529;9.122;289.691;286.093;0.315;2.149;74.047;0
05-09-2018 21:00;1.982;8.166;289.53;284.715;0.306;2.103;82.787;0
06-09-2018 21:00;2.28;7.64;290.142;286.614;0.356;2.072;73.979;0
07-09-2018 21:00;2.789;9.998;290.658;286.918;0.333;2.592;74.592;0
08-09-2018 21:00;2.071;7.979;290.272;285.81;0.314;2.095;81.09;0
09-09-2018 21:00;2.319;9.484;290.524;285.858;0.305;2.617;82.435;0
10-09-2018 21:00;2.49;9.34;290.419;285.861;0.297;2.39;76.573;0
11-09-2018 21:00;2.865;10.057;290.776;286.639;0.292;2.539;71.987;0
12-09-2018 21:00;2.982;9.732;291.261;287.106;0.287;2.817;69.507;0
9-13-2018 21:00;2.83;9.88;291.464;286.609;0.282;2.967;73.161;0
9-14-2018 21:00;1.465;2.802;290.02;284.938;0.329;2.647;72.106;0
9-15-2018 21:00;2.508;9.178;288.911;284.484;0.315;2.408;71.664;0
9-16-2018 21:00;2.615;9.999;289.512;285.547;0.332;3.13;76.746;0
9-17-2018 21:00;2.345;6.997;290.267;287.727;0.315;2.355;72.208;0
9-18-2018 21:00;3.05;9.866;290.502;288.241;0.303;2.458;69.804;0
9-19-2018 21:00;3.446;9.444;291.211;290.109;0.296;2.668;63.633;0
9-20-2018 21:00;2.774;9.756;291.097;286.971;0.286;3.148;75.17;0
9-21-2018 21:00;1.713;5.836;291.066;286.646;0.28;1.872;80.363;0
9-22-2018 21:00;2.487;9.583;291.794;287.136;0.278;2.354;80.873;0
9-23-2018 21:00;2.877;10.685;292.363;287.429;0.274;2.548;76.802;0
9-24-2018 21:00;2.911;9.892;292.532;288.012;0.268;2.36;72.74;0
9-25-2018 21:00;2.612;9.468;292.005;286.932;0.298;2.552;76.662;0
9-26-2018 21:00;2.882;10.801;291.874;287.026;0.315;2.809;76.629;0
9-27-2018 21:00;2.152;7.467;291.686;286.791;0.299;2.438;78.56;0
9-28-2018 21:00;2.846;10.45;291.884;287.78;0.29;2.822;77.69;0
9-29-2018 21:00;3.34;10.902;292.189;288.759;0.282;2.808;70.156;0
9-30-2018 21:00;3.241;10.821;291.842;287.642;0.271;2.83;69.408;0
01-10-2018 21:00;2.846;10.949;292.218;286.615;0.265;2.759;77.172;0
02-10-2018 21:00;3.037;8.428;291.598;288.098;0.257;3.048;65.901;0
03-10-2018 21:00;3.04;9.519;292.734;289.008;0.255;2.574;70.672;0
04-10-2018 21:00;2.682;9.488;292.644;287.85;0.25;2.878;77.611;0
05-10-2018 21:00;2.326;9.13;292.509;286.675;0.245;2.69;82.252;0
06-10-2018 21:00;3.075;10.836;292.792;287.805;0.243;2.844;73.956;0
07-10-2018 21:00;3.781;11.359;292.678;289.292;0.238;2.421;61.011;0
08-10-2018 21:00;4.644;10.941;293.311;291.191;0.324;2.759;47.063;0
09-10-2018 21:00;2.902;11.232;293.103;287.052;0.353;3.28;78.428;0
10-10-2018 21:00;2.276;7.697;292.584;287.303;0.319;2.75;78.152;0
11-10-2018 21:00;2.646;8.859;292.42;287.072;0.305;2.943;74.223;0
12-10-2018 21:00;2.616;11.613;291.684;284.292;0.292;2.658;80.651;0
10-13-2018 21:00;3.364;12.026;291.801;286.446;0.283;2.583;67.764;0
10-14-2018 21:00;3.36;12.419;292.697;286.715;0.276;2.668;70.798;0
10-15-2018 21:00;2.762;10.486;292.379;286.233;0.266;2.34;75.594;0
10-16-2018 21:00;3.334;11.959;293.108;287.469;0.262;2.399;70.697;0
10-17-2018 21:00;3.494;12.642;292.687;287.55;0.253;2.826;71.151;0
10-18-2018 21:00;3.258;12.935;292.951;286.521;0.281;2.776;75.471;0
10-19-2018 21:00;3.119;12.185;292.797;286.636;0.352;2.565;75.72;0
10-20-2018 21:00;3.444;13.171;293.163;287.601;0.318;2.743;74.817;0
10-21-2018 21:00;2.728;8.974;293.048;287.535;0.301;2.337;71.641;0
10-22-2018 21:00;3.147;11.219;293.117;287.64;0.29;2.283;72.087;0
10-23-2018 21:00;3.652;14.314;293.406;287.693;0.28;2.77;75.183;0
10-24-2018 21:00;3.628;13.936;293.583;287.895;0.332;2.644;74.53;0
10-25-2018 21:00;3.633;13.942;293.631;288.199;0.315;2.646;75.294;0
10-26-2018 21:00;3.736;13.492;294.191;289.104;0.299;2.635;73.119;0
10-27-2018 21:00;3.39;13.132;294.101;288.118;0.284;2.39;77.204;0
10-28-2018 21:00;3.901;14.901;294.478;288.801;0.273;2.571;74.909;0
10-29-2018 21:00;3.811;13.91;295.009;289.46;0.262;2.629;74.264;0
10-30-2018 21:00;3.804;14.369;295.269;289.357;0.258;2.631;76.346;0
10-31-2018 21:00;3.705;14.075;294.86;288.741;0.271;2.806;75.738;0
01-11-2018 21:00;3.903;13.757;295.026;289.256;0.266;2.462;70.325;0
02-11-2018 21:00;3.973;15.435;294.611;288.517;0.254;2.499;74.839;0
03-11-2018 21:00;3.691;13.567;295.135;288.907;0.247;2.266;73.469;0
04-11-2018 21:00;3.613;13.948;294.811;288.385;0.237;2.352;76.229;0
05-11-2018 21:00;3.613;14.053;294.84;288.219;0.231;2.28;76.287;0
06-11-2018 21:00;3.559;13.941;294.895;288.184;0.232;2.441;77.077;0
07-11-2018 21:00;3.541;13.249;294.979;288.958;0.268;2.369;76.105;0
08-11-2018 21:00;3.308;11.993;294.606;289;0.275;2.119;75.249;0
09-11-2018 21:00;3.373;12.544;294.415;288.672;0.264;2.314;75.993;0
10-11-2018 21:00;3.879;14.931;294.414;288.445;0.253;2.491;74.505;0
11-11-2018 21:00;4.296;15.043;294.227;288.592;0.241;2.235;63.72;0
12-11-2018 21:00;4.285;14.547;294.377;289.282;0.232;1.952;62.082;0
11-13-2018 21:00;4.819;14.82;294.685;290.718;0.225;2.555;58.054;0
11-14-2018 21:00;4.392;15.466;295.721;290.318;0.222;2.459;69.929;0
11-15-2018 21:00;4.059;14.218;295.47;290.128;0.218;2.24;70.711;0
11-16-2018 21:00;4.254;15.243;295.522;290.411;0.214;2.16;71.957;0
11-17-2018 21:00;4.319;15.834;295.342;289.793;0.21;2.671;72.23;0
11-18-2018 21:00;4.096;14.117;295.81;290.495;0.208;2.217;70.194;0
11-19-2018 21:00;3.749;12.997;295.57;290.118;0.205;2.149;71.886;0
11-20-2018 21:00;4.125;14.208;295.875;290.68;0.203;2.17;70.349;0
11-21-2018 21:00;4.462;15.653;296.025;290.953;0.203;2.311;70.794;0
11-22-2018 21:00;4.063;14.369;295.926;290.806;0.205;2.183;73.362;0
11-23-2018 21:00;4.603;16.9;295.882;290.628;0.205;2.682;73.145;0
11-24-2018 21:00;4.425;16.702;295.874;290.092;0.204;2.518;74.707;0
11-25-2018 21:00;4.023;14.646;295.764;290.084;0.202;2.641;74.435;0
11-26-2018 21:00;3.892;13.772;295.555;290.168;0.201;2.174;72.646;0
11-27-2018 21:00;3.752;12.933;295.449;290.223;0.201;2.788;73.384;0
11-28-2018 21:00;4.049;13.962;295.28;290.178;0.218;2.427;70.272;0
11-29-2018 21:00;4.165;14.914;295.221;289.971;0.221;2.247;71.275;0
11-30-2018 21:00;4.264;15.486;294.981;289.739;0.219;2.221;71.009;0
01-12-2018 21:00;4.516;15.775;295.118;290.31;0.217;2.374;68.175;0
02-12-2018 21:00;4.073;14.783;294.925;289.448;0.213;2.115;71.107;0
03-12-2018 21:00;4.111;13.854;294.873;289.822;0.21;1.929;64.728;0
04-12-2018 21:00;4.672;16.665;294.763;289.961;0.208;2.276;67.479;0
05-12-2018 21:00;4.586;16.772;294.69;290.221;0.214;2.563;71.576;0
06-12-2018 21:00;4.376;15.777;295.109;290.564;0.218;2.281;72.42;0
07-12-2018 21:00;4.7;16.419;295.007;290.879;0.217;2.438;68.927;0
08-12-2018 21:00;5.055;16.334;294.998;291.66;0.215;2.377;62.157;0
09-12-2018 21:00;4.567;16.769;295.153;290.16;0.214;2.57;71.82;0
10-12-2018 21:00;4.44;16.624;295.205;289.807;0.212;2.17;72.826;0
11-12-2018 21:00;4.661;17.006;295.353;290.719;0.211;2.518;72.442;0
12-12-2018 21:00;4.724;16.706;295.502;290.691;0.211;2.527;69.389;0
12-13-2018 21:00;5.03;16.942;295.119;290.706;0.216;2.509;63.2;0
12-14-2018 21:00;4.51;16.7;295.307;289.605;0.22;2.409;70.911;0
12-15-2018 21:00;4.44;16.676;295.304;289.744;0.22;2.459;73.084;0
12-16-2018 21:00;4.501;15.706;295.903;290.867;0.221;2.374;69.983;0
12-17-2018 21:00;4.922;17.091;296.297;291.544;0.221;2.744;69.708;0
12-18-2018 21:00;4.198;15.263;296.14;290.307;0.218;2.22;73.352;0
12-19-2018 21:00;4.016;14.553;295.978;290.005;0.216;2.322;73.498;0
12-20-2018 21:00;4.14;14.873;295.838;290.053;0.219;2.61;72.615;0
12-21-2018 21:00;4.086;13.957;295.609;290.715;0.231;2.172;70.084;0
12-22-2018 21:00;4.561;17.227;295.429;290.037;0.235;2.531;73.811;0
12-23-2018 21:00;4.654;16.991;295.995;290.759;0.236;2.376;72.537;0
12-24-2018 21:00;4.584;16.155;296.307;291.033;0.235;2.532;71.073;0
12-25-2018 21:00;4.472;16.03;296.285;290.872;0.232;2.324;72.35;0
12-26-2018 21:00;4.744;16.528;296.738;291.459;0.231;2.835;70.956;0
12-27-2018 21:00;4.681;16.547;297.045;291.494;0.229;2.586;72.185;0
12-28-2018 21:00;4.922;16.984;297.185;291.619;0.243;2.69;69.355;0
12-29-2018 21:00;4.821;16.933;297.003;291.331;0.263;2.527;70.219;0
12-30-2018 21:00;4.708;16.792;297.005;291.146;0.265;2.48;71.545;0
12-31-2018 21:00;4.961;17.181;296.91;291.463;0.262;2.623;68.787;0
01-01-2019 21:00;4.738;16.383;296.828;291.762;0.257;2.516;70.743;0
02-01-2019 21:00;4.555;15.42;297.128;292.059;0.254;2.354;70.694;0
03-01-2019 21:00;4.803;16.078;297.34;292.18;0.25;2.28;68.263;0
04-01-2019 21:00;5.289;17.036;297.36;292.789;0.245;2.165;62.912;0
05-01-2019 21:00;5.401;16.841;298.09;293.635;0.242;2.239;62.28;0
06-01-2019 21:00;3.79;11.939;296.882;291.069;0.233;2.059;66.769;0
07-01-2019 21:00;5.141;17.195;297.184;292.147;0.232;2.286;65.868;0
08-01-2019 21:00;4.685;16.642;297.597;291.547;0.23;2.301;72.335;0
09-01-2019 21:00;4.843;17.175;297.432;291.223;0.227;2.445;70.423;0
10-01-2019 21:00;4.406;14.966;297.758;292.027;0.226;2.266;71.591;0
11-01-2019 21:00;4.822;16.847;297.527;291.452;0.224;2.516;70.139;0
12-01-2019 21:00;4.897;17.216;297.468;291.7;0.236;2.478;70.921;0
1-13-2019 21:00;4.957;16.744;297.61;292.361;0.244;2.333;68.815;0
1-14-2019 21:00;4.726;17.288;297.018;291.121;0.245;2.644;73.616;0
1-15-2019 21:00;4.372;15.022;297.118;291.588;0.245;2.712;72.44;0
1-16-2019 21:00;5.037;17.33;297.572;292.211;0.249;2.46;69.769;0
1-17-2019 21:00;4.09;14.45;296.866;290.762;0.27;2.325;73.27;0
1-18-2019 21:00;4.92;16.117;297.157;292.35;0.276;2.294;66.196;0
1-19-2019 21:00;4.168;15.299;296.897;290.746;0.273;2.485;75.862;0
1-20-2019 21:00;3.703;12.949;296.447;290.88;0.267;2.169;75.046;0
1-21-2019 21:00;4.993;17.595;297.137;292.03;0.267;2.358;71.416;0
1-22-2019 21:00;5.047;17.071;297.75;292.821;0.265;2.798;70.79;0
1-23-2019 21:00;5.095;16.705;297.895;293.303;0.261;2.18;67.664;0
1-24-2019 21:00;4.795;16.308;298.024;292.65;0.258;2.334;71.285;0
1-25-2019 21:00;4.719;16.99;297.684;291.889;0.254;2.64;74.616;0
1-26-2019 21:00;5.014;16.764;297.822;292.981;0.253;2.525;69.959;0
1-27-2019 21:00;5.077;16.664;297.865;293.024;0.25;2.44;67.93;0
1-28-2019 21:00;5.39;16.793;298.322;294.743;0.248;1.836;63.347;0
1-29-2019 21:00;5.504;16.721;298.772;294.608;0.245;2.283;62.538;0
1-30-2019 21:00;5.157;16.032;298.755;294.105;0.242;2.553;66.61;0
1-31-2019 21:00;5.051;16.735;299.032;294.254;0.24;2.522;72.588;0
01-02-2019 21:00;5.143;17.008;299.176;294.467;0.25;2.689;72.821;0
02-02-2019 21:00;5.033;17.16;299.221;293.939;0.256;2.54;74.201;0
03-02-2019 21:00;4.586;15.946;298.888;292.898;0.256;2.752;75.516;0
04-02-2019 21:00;4.949;17.148;298.948;293.181;0.255;3.064;74.336;0
05-02-2019 21:00;5.357;17.227;298.998;294.488;0.253;2.738;69.645;0
06-02-2019 21:00;4.944;14.792;298.891;294.98;0.251;2.324;66.376;0
07-02-2019 21:00;4.891;15.697;298.714;293.793;0.249;2.692;70.264;0
08-02-2019 21:00;4.581;14.515;298.48;294.205;0.258;2.492;71.701;0
09-02-2019 21:00;4.731;16.294;298.466;293.255;0.266;2.662;74.883;0
10-02-2019 21:00;4.63;16.09;298.582;293.035;0.268;2.4;75.246;0
11-02-2019 21:00;4.133;14.409;298.299;292.203;0.266;2.755;76.474;0
12-02-2019 21:00;4.666;15.939;298.271;291.992;0.263;2.174;70.046;0
2-13-2019 21:00;4.372;15.632;297.232;290.398;0.257;2.492;71.568;0
2-14-2019 21:00;4.319;14.247;297.465;291.832;0.268;2.136;68.75;0
2-15-2019 21:00;4.38;14.078;297.386;292.292;0.28;1.826;65.737;0
2-16-2019 21:00;4.447;15.301;297.121;291.706;0.279;2.206;71.289;0
2-17-2019 21:00;4.141;13.667;297.535;292.554;0.279;2.002;71.601;0
2-18-2019 21:00;4.061;14.072;297.394;291.999;0.275;1.815;74.236;0
2-19-2019 21:00;4.546;15.087;297.32;292.677;0.272;1.976;69.6;0
2-20-2019 21:00;4.748;15.412;297.413;292.9;0.269;2.188;67.819;0
2-21-2019 21:00;4.393;15.091;297.4;292.727;0.267;2.142;74.324;0
2-22-2019 21:00;4.793;15.898;298.149;293.543;0.282;2.327;71.733;0
2-23-2019 21:00;4.227;13.341;297.936;293.21;0.304;2.507;71.312;0
2-24-2019 21:00;3.823;12.08;297.388;292.919;0.304;1.931;71.026;0
2-25-2019 21:00;3.761;12.438;297.131;292.318;0.304;2.002;73.735;0
2-26-2019 21:00;4.287;14.538;296.802;291.923;0.301;2.134;71.556;0
2-27-2019 21:00;3.727;13.448;296.457;290.779;0.299;2.316;77.181;0
2-28-2019 21:00;3.52;12.304;296.359;291.381;0.301;2.022;77.219;0
01-03-2019 21:00;3.626;12.184;296.595;291.99;0.304;1.968;74.932;0
02-03-2019 21:00;4.039;13.203;296.611;292.474;0.303;2.192;72.05;0
03-03-2019 21:00;3.988;13.151;296.661;292.145;0.301;2.208;72.243;0
04-03-2019 21:00;3.79;13.02;296.512;291.875;0.298;1.934;75.198;0
05-03-2019 21:00;3.998;13.518;296.678;292.183;0.296;2.079;73.781;0
06-03-2019 21:00;4.018;13.488;296.623;292.034;0.294;2.397;73.599;0
07-03-2019 21:00;4.014;14.197;296.433;291.423;0.293;2.403;75.766;0
08-03-2019 21:00;3.684;12.49;296.332;291.08;0.291;2.462;74.262;0
09-03-2019 21:00;3.493;12.258;295.476;289.986;0.287;1.911;73.616;0
10-03-2019 21:00;3.681;12.779;294.799;289.91;0.282;2.2;72.085;0
11-03-2019 21:00;3.897;13.667;295.045;290.773;0.281;2.02;73.274;0
12-03-2019 21:00;3.48;12.721;294.886;290.063;0.278;2.129;77.563;0
3-13-2019 21:00;3.885;12.614;295.514;291.918;0.282;2.014;70.403;0
3-14-2019 21:00;3.397;11.096;295.38;291.299;0.284;1.857;72.232;0
3-15-2019 21:00;2.865;10.232;294.861;289.929;0.282;1.773;79.06;0
3-16-2019 21:00;3.395;11.805;294.978;290.53;0.282;2.151;75.822;0
3-17-2019 21:00;3.427;13;294.495;289.301;0.279;2.554;78.773;0
3-18-2019 21:00;3.938;13.484;294.363;290.876;0.278;2.105;71.592;0
